"id","receivedDate","division","district","shift","serviceType","source","allegationType","allegation","finding","disposition","residentId","residentRace","residentSex","residentAge","officerIdentifier","officerRace","officerSex","officerAge","officerYearsOfService"
"07d356af2e09f5eec337070c7cb16a1d","2013-11-08 00:00:00","Support Services","Administrative Services","Warrant","","Walk-In","External Investigation","Performance Without Discrediting Wpd","Withdrawn","","25a0cde5b052d8a1cf48be3dc9a55a23","","","","C1c015bfc68801b2b41d34374ac16b67","White","Male","45","13"
"07d356af2e09f5eec337070c7cb16a1d","2013-11-08 00:00:00","Support Services","Administrative Services","Warrant","","Walk-In","External Investigation","Use Good Judgment","Withdrawn","","25a0cde5b052d8a1cf48be3dc9a55a23","","","","C1c015bfc68801b2b41d34374ac16b67","White","Male","45","13"
"07d356af2e09f5eec337070c7cb16a1d","2013-11-08 00:00:00","Support Services","Administrative Services","Warrant","","Walk-In","External Investigation","Use Good Judgment","Withdrawn","","35910a6ec3cb5b6a99889e18004eb927","","","","C1c015bfc68801b2b41d34374ac16b67","White","Male","45","13"
"8dc2a009d8eed99f45ef99116c3fcbd3","2015-08-05 00:00:00","Support Services","Records","First Watch","","Internal","Internal Investigation","Report for Duty","Sustained","","","","","","489a96ea4037994e59a3c8bbd1498bbc","White","Female","57","9"
"9c4cc0c4130620553b70460c7cd41190","2010-08-23 00:00:00","Support Services","Records","First Watch","","","Internal Investigation","Commit a Misdemeanor Crime","Sustained","","A62fb2c4ba43d5be960bc0d44e8f732c","White","Female","","E9d032a185d325ba3099c1af0be1810d","White","Female","52","14"
"9c4cc0c4130620553b70460c7cd41190","2010-08-23 00:00:00","Support Services","Records","First Watch","","","Internal Investigation","Commit a Misdemeanor Crime","Sustained","","641ea364c30f3b9fd3341d470e4bcc95","White","Male","","E9d032a185d325ba3099c1af0be1810d","White","Female","52","14"
"4964623f305ec4797d70c24b9bf018c8","2010-08-20 00:00:00","Field Services","Patrol East","First Watch","","Blueteam","External Investigation","Racial Profiling","Unfounded","","6fa94638ffab47d0054196db4ee25333","Black","Female","24","Ca7734fff4859def0706351afe283088","White","Female","55","33"
"8311ffa39feb3231a88c6c7bd80fb5d8","2010-08-24 00:00:00","Field Services","Patrol North","Second Watch","","Blueteam","Internal Investigation","Fail to Appear in Court","Sustained","","","","","","545860c96dc548557368e859a1d596dd","White","Male","33","9"
"a020afd5882232abe1b157937b1afec8","2010-08-25 00:00:00","Field Services","Patrol East","Fourth Watch","","External","External Investigation","Rude Conduct With Citizen","Not Sustained","","Fb2eefd667a524fd1832d996127af617","White","Male","","24cf5fcd0126ceabb60b37a5afc17ca9","Black","Male","",""
"a020afd5882232abe1b157937b1afec8","2010-08-25 00:00:00","Field Services","Patrol East","Fourth Watch","","External","External Investigation","Rude Conduct With Citizen","Not Sustained","","F24d7509f02661e55d021b125a52bc75","White","Female","","24cf5fcd0126ceabb60b37a5afc17ca9","Black","Male","",""
"ef0793ab70930632e5d09b74e9f45e5f","2010-08-25 00:00:00","Investigations","Technical Services","Third Watch","","","Internal Investigation","Removal of Records","Sustained","","","","","","0156ef3afcd6339767aebb8b34fe922c","White","Male","",""
"bd1cf11ae0f4324b51385c231d25a949","2010-08-28 00:00:00","Field Services","Patrol East","Third Watch","","Blueteam","External Investigation","Racial Profiling","Unfounded","","8507a68cda1a373bb11629575f0d8496","Black","Male","21","4a0a73a765b6a7e6993e4595fddd3992","White","Male","40","14"
"bd1cf11ae0f4324b51385c231d25a949","2010-08-28 00:00:00","Field Services","Patrol East","Third Watch","","Blueteam","External Investigation","Racial Profiling","Unfounded","","9d675f34f0d5bda97d7d9b25456f97fd","Black","Male","18","4a0a73a765b6a7e6993e4595fddd3992","White","Male","40","14"
"75dd1151f1430ab257bc681136b49291","2010-08-30 00:00:00","Investigations","Crimes Against Persons","Night Investigations","","E-Mail","Internal Investigation","Fail to Appear in Court","Sustained","","","","","","6802fffe3cde52c0ca7c0b42228adeaf","Unknown","Male","41","15"
"daebd0b5027699444b9a5407ba744a58","2010-08-30 00:00:00","Field Services","Patrol North","Fourth Watch","","Blueteam","External Investigation","Racial Profiling","Unfounded","","5711481d9061999cc29de4d18820ccea","Black","Male","28","3089c5dd5575413cc628942b78b6706d","White","Male","35","12"
"77a68945db9d708f9b1c834815985812","2010-09-02 11:11:00","Field Services","Patrol East","Scat","Traffic Stop","External","External Investigation","Rude Conduct With Citizen","Exonerated","","69d624fffd0b254e123d9feb22dd31ca","Black","Male","38","30658df216098054b6dcf1eddc1fdfad","White","Male","27","4"
"e342e76f38dc10ceb42dc318cde25f50","2010-09-02 00:00:00","Field Services","Patrol North","Fourth Watch","","","Internal Investigation","Taser","Sustained","","2e1bf603f0807b1cd52a82de0c8f49c2","Black","Male","18","2083bf0736af0227094f389e3b6cf606","White","Male","41","7"
"e342e76f38dc10ceb42dc318cde25f50","2010-09-02 00:00:00","Field Services","Patrol North","Fourth Watch","","","Internal Investigation","Taser","Sustained","","6b37e21b8254461e82b814b23b922f97","Black","Male","21","2083bf0736af0227094f389e3b6cf606","White","Male","41","7"
"6befda889811c2ea6a4e9ea9b87d89eb","2010-09-07 00:00:00","Support Services","Records","Second Watch","","","Internal Investigation","Late for Work","Sustained","","","","","","De9a4823e88d7f8a57d1295418b0e8df","White","Female","46","4"
"4fd1ac37154b5ca45e8e7dabc6dff9ba","2010-09-09 00:00:00","Field Services","Patrol East","Third Watch","","","External Investigation","Racial Profiling","Unfounded","","D180d0876e499f43dff0557d3daa98dd","Asian","Male","27","4a0a73a765b6a7e6993e4595fddd3992","White","Male","40","14"
"3ca11e00d8a603930bfb82dd3dfc1541","2010-08-31 00:00:00","Field Services","Patrol West","Second Watch","","Internal","Internal Investigation","Handling Evidence/Personal Property","Sustained","","","","","","4da0d63dc3f8b4cadb68dd588b36afb9","White","Female","55","4"
"385fef3516eb0e4f869708244e0cc688","2010-09-09 00:00:00","Field Services","Patrol North","Fourth Watch","","","Internal Investigation","Report for Duty","Sustained","","","","","","C946c7d5568dc9fde0ff987477006ef1","White","Male","30","9"
"b3745c302dd5a004f1a57069ff52ef21","2010-09-13 00:00:00","Field Services","Patrol East","Fourth Watch","","","External Investigation","Commit a Felony Crime","Unfounded","","Bdcb0efbeaa36bdbe08cebbe052d3f4e","White","Female","","158dd7f31895ca67bba13a2222070302","White","Male","26","2"
"b3745c302dd5a004f1a57069ff52ef21","2010-09-13 00:00:00","Field Services","Patrol East","Fourth Watch","","","External Investigation","Misconduct","Sustained","","Bdcb0efbeaa36bdbe08cebbe052d3f4e","White","Female","","158dd7f31895ca67bba13a2222070302","White","Male","26","2"
"b3745c302dd5a004f1a57069ff52ef21","2010-09-13 00:00:00","Field Services","Patrol East","Fourth Watch","","","External Investigation","Use Good Judgment","Sustained","","Bdcb0efbeaa36bdbe08cebbe052d3f4e","White","Female","","F02242b2fdd70c4f9923c5c076b82a41","Black","Male","35","12"
"c5463d26b16667334aa44d6d4e3a721c","2010-09-10 00:00:00","Investigations","Technical Services","First Watch","","Blueteam","Internal Investigation","Fail to Appear in Court","Sustained","","","","","","0f5a0152f29a46adc7d9996f6da186fd","White","Female","53","28"
"beaed5e55a0bf36e20be5eb8886aaeec","2010-09-14 00:00:00","Field Services","Patrol East","Third Watch","","Internal","Internal Investigation","Complete and Thorough Investigation","Not Sustained","","","","","","28c6e0f0eea14e652eed8f95f5546e62","White","Female","25","1"
"beaed5e55a0bf36e20be5eb8886aaeec","2010-09-14 00:00:00","Field Services","Patrol East","Third Watch","","Internal","Internal Investigation","Use Good Judgment","Sustained","","","","","","28c6e0f0eea14e652eed8f95f5546e62","White","Female","25","1"
"beaed5e55a0bf36e20be5eb8886aaeec","2010-09-14 00:00:00","Field Services","Patrol East","Third Watch","","Internal","Internal Investigation","Failure to Turn in Evidence","Sustained","","","","","","28c6e0f0eea14e652eed8f95f5546e62","White","Female","25","1"
"d27674877361a69c0497faf50f541849","2010-09-24 00:00:00","Field Services","Patrol North","First Watch","","","External Investigation","","","None","D5334f916532d6c9b7aa1ac395c31725","White","Female","18","9d9358f315a1a2d92da5b44349d0a121","White","Female","38","11"
"d27674877361a69c0497faf50f541849","2010-09-24 00:00:00","Field Services","Patrol North","First Watch","","","External Investigation","","","None","28b5fc3a653c116139ec48c78bd4eed4","White","Male","60","9d9358f315a1a2d92da5b44349d0a121","White","Female","38","11"
"62458da4ef4c129e78580da72deb14af","2010-09-24 00:00:00","Field Services","Patrol South","Fourth Watch","","External","External Investigation","Racial Profiling","Unfounded","","62d4474748c340a20b2f575c90c05c81","Black","Male","35","5edb4b002eb19b7e7d89635ee521a1e3","White","Male","44","20"
"9b28b7fba5ec4500fa0538416128450f","2010-09-29 00:00:00","Support Services","Emergency Planning","City Hall Security","","","Internal Investigation","Use Good Judgment","Not Sustained","","","","","","Fb98c475aad960e9592e43bd71e8a734","Black","Female","37","3"
"9b28b7fba5ec4500fa0538416128450f","2010-09-29 00:00:00","Support Services","Emergency Planning","City Hall Security","","","Internal Investigation","Comply With Policy","Sustained","","","","","","6cffffdabcd1fc6b6517844f0edd368c","White","Male","49","4"
"9b28b7fba5ec4500fa0538416128450f","2010-09-29 00:00:00","Support Services","Special Operations","Homeland Security","","","Internal Investigation","Comply With Policy","Unfounded","","","","","","9228e880f7545de88d84086093e327c9","White","Male","45","24"
"9b28b7fba5ec4500fa0538416128450f","2010-09-29 00:00:00","Support Services","Emergency Planning","City Hall Security","","","Internal Investigation","Comply With Policy","Sustained","","","","","","6be2ba41911fb36a8f36b9d7760466f7","White","Male","37","9"
"9b28b7fba5ec4500fa0538416128450f","2010-09-29 00:00:00","Support Services","","","","","Internal Investigation","Comply With Policy","Unfounded","","","","","","8380deb514f5eac09c372a1e2bcca5e2","Black","Male","45","23"
"9b28b7fba5ec4500fa0538416128450f","2010-09-29 00:00:00","Support Services","Emergency Planning","City Hall Security","","","Internal Investigation","Comply With Policy","Unfounded","","","","","","De5ffd0a7e4f9e8a4d4755bb614d70a7","White","Male","63","4"
"30d5818e5bbefe6ed9109a991a398903","2010-10-05 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Comply With Policy","Sustained","","","","","","E4929f645d2aaea9692c097af0b68ca2","Black","Male","51","20"
"30d5818e5bbefe6ed9109a991a398903","2010-10-05 00:00:00","Field Services","Patrol West","Fourth Watch","","","Internal Investigation","Fail to Supervise","Sustained","","","","","","E4929f645d2aaea9692c097af0b68ca2","Black","Male","51","20"
"45e6390e98a105f5b923bc976a7f5108","2010-10-07 00:00:00","Field Services","Patrol North","Fourth Watch","","","Internal Investigation","Complete Report by End of Watch","Sustained","","","","","","C946c7d5568dc9fde0ff987477006ef1","White","Male","30","9"
"f1c0e1f8dca18ff5ab0583dd1b42b731","2010-10-08 11:50:00","Field Services","Patrol South","Fourth Watch","","External","Internal Investigation","Taser","Exonerated","","Df042dd98083d0977da753f526e31121","Black","Male","39","635f44964eb08ab5bf82e91942ce9cab","White","Male","",""
"8c8b046ea1bcefafff667fdb883f3b7b","2010-10-11 00:00:00","Support Services","Records","Second Watch","","","Internal Investigation","Sick Leave in Excess of Amount Available","Sustained","","","","","","5bbdc10d13ffb9456efad3e38e0e4f90","White","Male","",""
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Complete and Thorough Investigation","Sustained","","04d2b36a080724e943ae759eef7da06d","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Unnecessary Force","Sustained","","6ce3bd5e6236c1c4e40a5ed6682e3744","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Unnecessary Force","Sustained","","0bf0b78d23e6e9432ed77f7c13471e37","White","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Complete and Thorough Investigation","Sustained","","6ce3bd5e6236c1c4e40a5ed6682e3744","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Fail to Supervise","Sustained","","04d2b36a080724e943ae759eef7da06d","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Unnecessary Force","Sustained","","269e019a4abb337e42c390b385303453","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Complete and Thorough Investigation","Sustained","","269e019a4abb337e42c390b385303453","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Fail to Supervise","Sustained","","6ce3bd5e6236c1c4e40a5ed6682e3744","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Fail to Supervise","Sustained","","0bf0b78d23e6e9432ed77f7c13471e37","White","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Complete and Thorough Investigation","Sustained","","0bf0b78d23e6e9432ed77f7c13471e37","White","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Fail to Supervise","Sustained","","269e019a4abb337e42c390b385303453","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"870683b7e4f6375e600726d46070adad","2010-10-11 00:00:00","Field Services","Patrol North","First Watch","","Chief's Office","Internal Investigation","Unnecessary Force","Sustained","","04d2b36a080724e943ae759eef7da06d","Black","Male","","38b92874c8d3fd2633fb7e3b306a8df0","White","Male","52","29"
"11de671dd65eb1deb6c3639a34676449","2010-09-08 00:00:00","Field Services","Patrol North","Scat","","Blueteam","Internal Investigation","Degrading Comments","Sustained","","","","","","70b3894cb6d1300fe4fb1cf8f026242f","Black","Male","38","15"
"9c19882d6843a0aa7cf995028b1577b8","2010-10-14 00:00:00","Field Services","Patrol South","Fourth Watch","","Blueteam","Internal Investigation","Complete Report by End of Watch","Sustained","","","","","","E0b0709a4aafe30e1de7837114c8a533","White","Male","26","3"
"9c19882d6843a0aa7cf995028b1577b8","2010-10-14 00:00:00","Field Services","Patrol South","Third Watch","","Blueteam","Internal Investigation","Complete Report by End of Watch","Sustained","","","","","","14c98167a057ef4f0ecc30f36c54b184","","","24","2"
"9c19882d6843a0aa7cf995028b1577b8","2010-10-14 00:00:00","Field Services","Patrol South","Fourth Watch","","Blueteam","Internal Investigation","Complete and Thorough Investigation","Sustained","","","","","","E0b0709a4aafe30e1de7837114c8a533","White","Male","26","3"
"9c19882d6843a0aa7cf995028b1577b8","2010-10-14 00:00:00","Field Services","Patrol South","Fourth Watch","","Blueteam","Internal Investigation","Complete Report by End of Watch","Sustained","","","","","","6561c819590770070115ce50c923a268","White","Male","31","3"
"9c19882d6843a0aa7cf995028b1577b8","2010-10-14 00:00:00","Field Services","Patrol South","Third Watch","","Blueteam","Internal Investigation","Complete and Thorough Investigation","Sustained","","","","","","14c98167a057ef4f0ecc30f36c54b184","","","24","2"
"dd930bb6ffabe30be02a6a318b639b56","2010-09-27 00:00:00","Field Services","Patrol West","Second Watch","","External","Internal Investigation","Rude Conduct With Citizen","Sustained","","E2acd9829fe0aa77ff21d60f2b99a64f","White","Female","","41bfbab4d9c39aa896c600c61ca8e18b","White","Male","30","8"
"dd930bb6ffabe30be02a6a318b639b56","2010-09-27 00:00:00","Field Services","Patrol West","Second Watch","","External","Internal Investigation","Rude Conduct With Citizen","Sustained","","478cdcfabc4a2f4dfe268f183bab4b22","White","Female","21","41bfbab4d9c39aa896c600c61ca8e18b","White","Male","30","8"
"9f8d32edac631861d73f6d244a986803","2010-10-15 00:00:00","Support Services","Records","Second Watch","","E-Mail","Internal Investigation","Late for Work","Sustained","","","","","","98de93a7665fbce880b2d7059b433b1d","White","Female","","1"
"dcd5305210bf661104f8fefc8fdda17c","2010-10-15 00:00:00","Support Services","Records","Third Watch","","E-Mail","Internal Investigation","Comply With Policy","Sustained","","","","","","03b8e78aebe329d37f8d10b95c4d1e08","Black","Female","48","9"
"dcd5305210bf661104f8fefc8fdda17c","2010-10-15 00:00:00","Support Services","Records","Third Watch","","E-Mail","Internal Investigation","Maintain Competence","Sustained","","","","","","03b8e78aebe329d37f8d10b95c4d1e08","Black","Female","48","9"
"b84efd05a2410820ee108a9797dbb1f6","2010-10-15 00:00:00","Investigations","Crimes Against Persons","Emcu","","Blueteam","Internal Investigation","Report for Duty","Sustained","","","","","","6a0845dec6b25c5864be3dea1cf34af4","White","Male","46","20"
"028c196ff5103a29444db547a06e258a","2010-10-18 00:00:00","Field Services","Patrol North","Third Watch","","Blueteam","External Investigation","Racial Profiling","Unfounded","","7124e70eb0859006aa31b87a8a883f49","Black","Male","","Bef6fd36497837c6ab24bf5f6cf494ca","White","Male","27","2"
"2d15fcb32ee39d0635169ea381d06803","2010-10-19 00:00:00","Field Services","Patrol North","Third Watch","","E-Mail","External Investigation","Racial Profiling","Unfounded","","62cdf98088b31d2d2c855e943a279401","Black","Male","28","Ef52d6eda42a5db359b1b94927470783","White","Male","46","4"
"51ef37c9f6dd7afe23b5fd336223ed7b","2010-10-22 00:00:00","Field Services","Patrol North","Fourth Watch","","Blueteam","Internal Investigation","Fail to Appear in Court","Not Sustained","","","","","","5c0bae09f8beeb3164307a7c7a695f7f","White","Male","37","14"
"630b0808bfec5726edf29459af615fe3","2010-10-25 00:00:00","Support Services","Emergency Planning","City Hall Security","","Blueteam","Internal Investigation","Comply With Policy","Sustained","","","","","","E979f04c81299251a81a69b2850d2167","Indian","Female","25","2"
"867e026da6228c84dbc95264cfc502de","2010-10-26 00:00:00","Support Services","Records","Second Watch","","","Internal Investigation","Sick Leave in Excess of Amount Available","Sustained","","","","","","5bbdc10d13ffb9456efad3e38e0e4f90","White","Male","",""
"14a75f16253410ed8b7288c077658fab","2010-10-28 00:00:00","Field Services","Patrol North","Scat","","E-Mail","External Investigation","Racial Profiling","Unfounded","","6f17ad783afabb42239d424ba6ba0e2d","Black","Male","40","C7e39ef4244aa2fbc20bb236b926fb1f","White","Male","32","10"
"14a75f16253410ed8b7288c077658fab","2010-10-28 00:00:00","Field Services","Patrol North","Scat","","E-Mail","External Investigation","Racial Profiling","Unfounded","","6f17ad783afabb42239d424ba6ba0e2d","Black","Male","40","B77a27d30433c20b67e728c683245830","White","Male","30","9"
"a443e6767f562a9601d9b0d59991ea59","2010-11-01 00:00:00","Field Services","Patrol South","Fourth Watch","Traffic Stop","Internal","External Investigation","Racial Profiling","Unfounded","","07ff264e7a5aa392f8237a283ad59485","Black","Male","28","F9e003b9414276fea4e7fb391802614f","White","Male","38","8"
"18d5ae208c766fc54b9a8010c34902aa","2010-11-02 00:00:00","Field Services","Patrol South","Third Watch","","","Internal Investigation","Dress Code Violation","Sustained","","","","","","5c4c2c9076460526bc9714beb3e85b94","White","Male","29","5"
"beb806bd011b4bad8eddf9ebf6466b52","2010-11-01 00:00:00","Field Services","Patrol West","School Resource","","","Internal Investigation","Fail to Appear in Court","Sustained","","","","","","D61e7e5c4decf4212f5d74d642d5394b","White","Male","46","18"
"f7e59c45b61518570adfa5e544fbf308","2010-11-02 00:00:00","Field Services","Patrol North","Fourth Watch","","Blueteam","External Investigation","Racial Profiling","Unfounded","","38d557aa0fde0b23ea326a16fa25eee0","Black","Male","40","24f6b3e1fc37baa8cd1648f7587d09ea","White","Male","30","9"
"f7e59c45b61518570adfa5e544fbf308","2010-11-02 00:00:00","Field Services","Patrol North","Fourth Watch","","Blueteam","External Investigation","Racial Profiling","Unfounded","","3906a5a31d5ecb51aa200146284567c0","Black","Male","","24f6b3e1fc37baa8cd1648f7587d09ea","White","Male","30","9"
"f5706cf767af4b7ddf1ad1b0185e67a4","2010-11-02 00:00:00","Field Services","Patrol South","Third Watch","","","External Investigation","Rude Conduct With Citizen","Sustained","","554acb85b7515eef857b88bb9fbe6012","White","Male","50","5c4c2c9076460526bc9714beb3e85b94","White","Male","29","5"
"90949a7cb7131bad854847f625b70db9","2010-11-03 00:00:00","Support Services","Records","Second Watch","","","Internal Investigation","Late for Work","Sustained","","","","","","6c4c20e9cac041c505f6f4b75808460c","White","Female","40","10"
"3662de701b326e953d7043116ae89f21","2010-11-04 00:00:00","Field Services","Patrol North","Second Watch","","Blueteam","External Investigation","Rude Conduct With Citizen","Sustained","","081e61c37abc796cdc2c8d37fdad862d","White","Male","","D9e7e6174c1c52a6e5c427fccf4c3f9d","Hispanic","Male","39","17"
"5ba673bd05dc0143e0fcd02d8255ab02","2010-11-05 00:00:00","Field Services","Patrol West","Community Policing","","External","Internal Investigation","Fail to Make Report","Unfounded","","684c403daa62733e940fe6586406a4cd","White","Male","47","3e2a462adfdd31ba5b0b878288886112","White","Male","52","27"
"5ba673bd05dc0143e0fcd02d8255ab02","2010-11-05 00:00:00","Field Services","Patrol West","Community Policing","","External","Internal Investigation","Fail to Make Report","Unfounded","","309d36a24e8ac91fc4d53c630f99148d","White","Female","","3e2a462adfdd31ba5b0b878288886112","White","Male","52","27"
